model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A Class,2016,12200,Manual,33692,Diesel,20,72.4,1.5
 A Class,2016,16400,Automatic,28076,Diesel,20,74.3,1.5
 C Class,2015,15700,Automatic,21695,Diesel,20,64.2,2.1
 E Class,2016,15100,Automatic,58287,Diesel,125,61.4,2.1
 A Class,2014,12700,Automatic,33703,Diesel,20,64.2,2.1
 C Class,2017,16400,Automatic,31681,Diesel,145,64.2,2.1
 CLA Class,2017,17200,Automatic,10626,Petrol,145,53.3,1.6
 C Class,2017,20100,Automatic,24348,Diesel,20,67.3,2.1
 GLA Class,2016,16200,Automatic,40584,Diesel,125,56.5,2.1
 GLA Class,2018,18400,Automatic,19523,Diesel,145,67.3,2.1
 A Class,2018,15000,Manual,16350,Petrol,145,50.4,1.6
 C Class,2017,17100,Automatic,21388,Diesel,30,64.2,2.1
 C Class,2017,16700,Automatic,32912,Diesel,30,61.4,2.1
 A Class,2018,15500,Manual,19531,Petrol,150,51.4,1.6
 E Class,2018,22250,Automatic,16189,Diesel,150,65.7,2
 E Class,2018,19000,Automatic,32143,Diesel,145,72.4,2
 A Class,2015,13500,Automatic,21817,Diesel,20,74.3,1.5
 C Class,2017,17800,Automatic,28042,Petrol,145,50.4,2
 A Class,2018,16000,Manual,21112,Petrol,150,49.6,1.6
 A Class,2018,16600,Automatic,17005,Diesel,150,74.3,1.5
 GLA Class,2019,21000,Automatic,11361,Petrol,150,50.4,1.6
 CLA Class,2017,20000,Automatic,24107,Diesel,150,67.3,2.1
 E Class,2018,20000,Automatic,28000,Diesel,150,72.4,2
 E Class,2017,19000,Automatic,27400,Diesel,30,65.7,2
 C Class,2015,15000,Automatic,44939,Diesel,30,64.2,2.1
 A Class,2018,16000,Automatic,22015,Diesel,150,74.3,1.5
 A Class,2015,12900,Manual,57230,Diesel,30,62.8,2.1
 C Class,2014,17000,Automatic,36115,Diesel,125,60.1,2.1
 A Class,2018,15900,Manual,22894,Petrol,145,49.6,1.6
 E Class,2017,20700,Automatic,9150,Diesel,30,65.7,2
 E Class,2017,16800,Automatic,56338,Diesel,145,61.4,2
 C Class,2016,16200,Automatic,37843,Diesel,30,64.2,2.1
 CLS Class,2015,17100,Automatic,34063,Diesel,145,56.5,2.1
 C Class,2017,17200,Automatic,20876,Diesel,30,64.2,2.1
 C Class,2018,17900,Automatic,28446,Diesel,145,61.4,2.1
 A Class,2017,13500,Manual,21410,Diesel,150,72.4,1.5
 C Class,2015,11400,Manual,25698,Diesel,20,72.4,1.6
 A Class,2015,10500,Manual,58437,Diesel,30,64.2,2.1
 C Class,2017,20000,Automatic,30128,Diesel,20,68.9,2.1
 GLA Class,2016,17000,Automatic,30419,Diesel,125,56.5,2.1
 A Class,2018,16000,Automatic,23376,Diesel,150,74.3,1.5
 E Class,2017,20250,Automatic,24639,Diesel,20,72.4,2
 C Class,2017,19000,Automatic,33891,Diesel,30,61.4,2.1
 C Class,2016,20500,Automatic,25113,Diesel,30,64.2,2.1
 E Class,2017,19500,Automatic,30918,Diesel,30,65.7,2
 C Class,2016,13000,Manual,22886,Diesel,20,70.6,2.1
 C Class,2016,15900,Automatic,51208,Diesel,30,64.2,2.1
 E Class,2018,24500,Automatic,25150,Diesel,145,70.6,2
 E Class,2017,18700,Automatic,37554,Diesel,145,72.4,2
 E Class,2018,19000,Automatic,32555,Diesel,145,72.4,2
 E Class,2017,19500,Automatic,37132,Diesel,30,65.7,2
 A Class,2018,14750,Manual,31149,Petrol,150,51.4,1.6
 C Class,2016,21000,Automatic,32442,Petrol,150,49.6,2
 E Class,2018,20800,Automatic,31255,Diesel,150,72.4,2
 A Class,2018,15000,Manual,18841,Petrol,150,51.4,1.6
 A Class,2017,13500,Automatic,37014,Diesel,150,74.3,1.5
 C Class,2016,17500,Automatic,23112,Diesel,30,64.2,2.1
 E Class,2017,20300,Automatic,21531,Diesel,30,61.4,2
 A Class,2017,14500,Manual,23966,Diesel,145,68.9,1.5
 C Class,2017,17500,Automatic,30297,Diesel,30,64.2,2.1
 C Class,2017,16600,Automatic,27447,Diesel,30,64.2,2.1
 A Class,2017,13100,Manual,34758,Diesel,145,65.7,2.1
 C Class,2014,14200,Manual,31543,Diesel,20,68.9,2.1
 C Class,2016,17100,Automatic,42427,Diesel,125,60.1,2.1
 CLA Class,2016,18700,Automatic,25726,Petrol,200,41.5,2
 C Class,2015,11200,Automatic,34799,Diesel,145,53.3,2.1
 CLA Class,2018,18100,Automatic,11751,Petrol,145,52.3,1.6
 C Class,2016,13000,Manual,69385,Diesel,20,68.9,2.1
 A Class,2017,14250,Manual,36620,Petrol,150,51.4,1.6
 A Class,2018,14500,Manual,25414,Petrol,150,51.4,1.6
 A Class,2018,16800,Automatic,16056,Petrol,150,52.3,1.6
 A Class,2015,10500,Automatic,97937,Diesel,20,64.2,2.1
 E Class,2018,19900,Automatic,35657,Diesel,145,67.3,2
 C Class,2017,16450,Automatic,29219,Diesel,145,64.2,2.1
 GLA Class,2017,19000,Automatic,22163,Diesel,125,56.5,2.1
 A Class,2017,13500,Manual,30909,Diesel,150,72.4,1.5
 C Class,2016,19900,Automatic,59256,Diesel,30,65.7,2.1
 A Class,2017,13500,Automatic,33069,Diesel,150,76.4,1.5
 A Class,2017,12400,Manual,47351,Diesel,20,72.4,1.5
 A Class,2017,12600,Manual,25535,Diesel,0,80.7,1.5
 CLA Class,2017,17000,Automatic,7392,Petrol,150,53.3,1.6
 A Class,2018,16700,Automatic,19212,Diesel,150,74.3,1.5
 E Class,2015,12500,Automatic,44261,Diesel,30,64.2,2.1
 E Class,2017,19250,Automatic,33369,Diesel,150,65.7,2
 CLA Class,2017,15600,Manual,22171,Petrol,145,51.4,1.6
 C Class,2018,16600,Automatic,29296,Diesel,145,64.2,2.1
 GLA Class,2017,16400,Automatic,53622,Diesel,125,56.5,2.1
 C Class,2017,15700,Automatic,40285,Diesel,145,64.2,2.1
 C Class,2015,15000,Automatic,53400,Hybrid,0,134.5,2
 A Class,2014,10800,Automatic,58848,Diesel,20,68.9,2.1
 GLA Class,2015,15800,Automatic,12641,Diesel,20,62.8,2.1
 C Class,2017,17800,Automatic,29831,Diesel,145,61.4,2.1
 A Class,2017,10900,Manual,54448,Diesel,0,80.7,1.5
 CLA Class,2017,15500,Manual,31875,Diesel,145,67.3,2.1
 C Class,2018,18900,Automatic,25569,Diesel,145,58.9,2.1
 M Class,2015,19900,Automatic,32245,Diesel,205,46.3,2.1
 A Class,2016,16750,Automatic,38253,Diesel,20,68.9,2.1
 A Class,2018,16000,Automatic,22773,Diesel,150,74.3,1.5
 C Class,2018,18750,Automatic,20512,Petrol,150,48.7,2
 A Class,2018,14000,Manual,20393,Diesel,150,65.7,2.1
 A Class,2017,16000,Manual,23280,Diesel,150,68.9,1.5
 A Class,2018,16500,Automatic,27589,Diesel,150,74.3,1.5
 A Class,2018,17250,Automatic,16031,Diesel,150,74.3,1.5
 C Class,2015,15750,Automatic,28953,Diesel,20,64.2,2.1
 A Class,2018,15800,Manual,18770,Petrol,150,51.4,1.6
 GLA Class,2018,20000,Automatic,23974,Diesel,150,56.5,2.1
 GLA Class,2018,20250,Automatic,23861,Diesel,150,56.5,2.1
 C Class,2018,19250,Automatic,20275,Diesel,150,60.1,2.1
 A Class,2017,15500,Automatic,19029,Petrol,145,53.3,1.6
 A Class,2017,15200,Automatic,12587,Petrol,145,55.4,1.6
 C Class,2016,16600,Automatic,56827,Diesel,20,67.3,2.1
 CLA Class,2013,13000,Automatic,74194,Diesel,30,62.8,2.1
 E Class,2017,16950,Automatic,92173,Diesel,20,72.4,2
 E Class,2017,18400,Automatic,45266,Diesel,20,72.4,2
 E Class,2016,17950,Automatic,30264,Diesel,20,72.4,2
 C Class,2016,15500,Automatic,36584,Diesel,30,65.7,1.6
 C Class,2015,17450,Automatic,42377,Hybrid,0,76.4,2.1
 GLA Class,2017,19750,Automatic,27213,Diesel,150,56.5,2.1
 CLA Class,2018,19950,Automatic,6466,Petrol,150,52.3,1.6
 C Class,2017,19500,Automatic,42157,Diesel,145,67.3,2.1
 E Class,2015,21900,Automatic,83079,Petrol,555,28.8,5.5
 CLA Class,2017,16000,Automatic,57763,Diesel,20,67.3,2.1
 C Class,2017,13100,Manual,22716,Petrol,125,53.3,2
 A Class,2017,14000,Manual,55255,Diesel,145,62.8,2.1
 C Class,2016,13800,Automatic,69505,Diesel,125,60.1,2.1
 A Class,2016,12400,Manual,23700,Diesel,20,72.4,1.5
 C Class,2016,13900,Manual,26108,Petrol,125,52.3,2
 A Class,2018,14900,Manual,20257,Petrol,150,50.4,1.6
 GLA Class,2016,17000,Automatic,22142,Diesel,125,56.5,2.1
 SLK Class,2012,10800,Automatic,51703,Diesel,145,56.5,2.1
 A Class,2018,14300,Automatic,16347,Diesel,150,74.3,1.5
 GLC Class,2016,21000,Automatic,57454,Diesel,125,56.5,2.1
 SLK Class,2015,14900,Automatic,21078,Diesel,30,70.6,2.1
 GLA Class,2017,17500,Manual,35069,Petrol,145,47.1,1.6
 C Class,2017,13900,Manual,20524,Petrol,145,53.3,2
 C Class,2016,14700,Automatic,58070,Diesel,30,62.8,2.1
 S Class,2017,28000,Automatic,31582,Diesel,150,50.4,3
 GLC Class,2015,21000,Automatic,48445,Diesel,125,56.5,2.1
 GLA Class,2015,15900,Automatic,26619,Diesel,125,56.5,2.1
 A Class,2014,13000,Automatic,35613,Diesel,20,68.9,2.1
 C Class,2017,17400,Automatic,30744,Diesel,145,61.4,2.1
 B Class,2014,9800,Automatic,31963,Diesel,30,64.2,1.5
 GLA Class,2017,16800,Manual,22526,Petrol,145,48.7,1.6
 A Class,2017,16000,Automatic,7273,Petrol,145,53.3,1.6
 A Class,2017,14500,Manual,34866,Diesel,150,68.9,1.5
 C Class,2018,18700,Automatic,16414,Diesel,150,61.4,2.1
 C Class,2018,19000,Automatic,22291,Diesel,150,60.1,2.1
 C Class,2018,19750,Automatic,19443,Diesel,150,60.1,2.1
 CLA Class,2017,16850,Automatic,20182,Diesel,150,67.3,2.1
 E Class,2015,13999,Automatic,44387,Diesel,150,55.4,2.1
 A Class,2016,13800,Automatic,80987,Diesel,20,67.3,2.1
 A Class,2016,11900,Manual,78772,Diesel,30,62.8,2.1
 A Class,2017,14300,Manual,37021,Diesel,145,68.9,1.5
 A Class,2018,15800,Manual,22698,Petrol,150,49.6,1.6
 A Class,2018,15800,Manual,22907,Petrol,150,49.6,1.6
 A Class,2014,9500,Manual,52220,Diesel,0,78.5,1.5
 A Class,2015,12700,Manual,27085,Diesel,20,72.4,1.5
 E Class,2017,20200,Automatic,20043,Diesel,145,61.4,2
 A Class,2017,13000,Manual,40082,Diesel,20,72.4,1.5
 E Class,2017,18000,Automatic,32347,Diesel,20,72.4,2
 C Class,2016,12450,Manual,52656,Diesel,20,65.7,2.1
 C Class,2016,18450,Automatic,17050,Diesel,30,64.2,2.1
 A Class,2017,16750,Automatic,24597,Petrol,145,53.3,1.6
 E Class,2017,15800,Automatic,72462,Diesel,145,67.3,2
 E Class,2018,20800,Automatic,32712,Diesel,150,72.4,2
 E Class,2018,20800,Automatic,31165,Diesel,150,72.4,2
 E Class,2018,20800,Automatic,31629,Diesel,150,72.4,2
 C Class,2016,14000,Manual,47140,Diesel,30,64.2,2.1
 A Class,2015,11750,Automatic,74016,Diesel,20,64.2,2.1
 B Class,2016,13000,Automatic,36418,Diesel,20,68.9,1.5
 A Class,2018,15400,Automatic,25888,Diesel,150,70.6,2.1
 A Class,2016,14500,Manual,27474,Diesel,20,68.9,1.5
 CLA Class,2016,14750,Manual,60872,Diesel,20,67.3,2.1
 A Class,2016,10500,Manual,62528,Diesel,30,64.2,2.1
 C Class,2018,21800,Automatic,7540,Petrol,145,45.6,1.5
 A Class,2016,12600,Manual,22940,Diesel,30,65.7,2.1
 A Class,2018,15700,Manual,20073,Petrol,145,51.4,1.6
 E Class,2014,13100,Automatic,44488,Diesel,145,58.9,2.1
 E Class,2017,19200,Automatic,21494,Diesel,20,72.4,2
 A Class,2016,11900,Manual,69891,Diesel,20,68.9,1.5
 C Class,2016,15400,Automatic,23881,Diesel,20,64.2,2.1
 A Class,2013,10700,Automatic,46414,Diesel,30,64.2,1.8
 C Class,2016,17500,Automatic,35444,Diesel,125,60.1,2.1
 A Class,2016,12600,Manual,51752,Diesel,30,62.8,2.1
 A Class,2016,11900,Manual,19036,Petrol,125,52.3,1.6
 E Class,2017,17700,Automatic,41926,Diesel,145,72.4,2
 A Class,2017,13100,Manual,31784,Diesel,20,72.4,1.5
 E Class,2018,20000,Automatic,21513,Diesel,145,61.4,2
 E Class,2018,19000,Automatic,32250,Diesel,145,72.4,2
 E Class,2015,15300,Automatic,50126,Diesel,145,53.3,3
 C Class,2016,18600,Automatic,32897,Diesel,125,60.1,2.1
 C Class,2015,15750,Manual,34672,Diesel,30,64.2,2.1
 C Class,2017,16600,Automatic,45277,Diesel,30,61.4,2.1
 E Class,2016,15200,Automatic,52938,Diesel,125,58.9,2.1
 C Class,2015,12800,Manual,41945,Diesel,20,68.9,2.1
 C Class,2016,17600,Automatic,28389,Diesel,30,64.2,2.1
 A Class,2014,9700,Manual,52251,Diesel,20,72.4,1.5
 C Class,2016,15300,Automatic,48507,Diesel,30,62.8,2.1
 GLA Class,2018,19300,Automatic,21553,Diesel,145,56.5,2.1
 A Class,2014,12000,Automatic,34626,Diesel,20,68.9,2.1
 C Class,2017,19200,Automatic,29695,Diesel,30,64.2,2.1
 C Class,2018,18500,Automatic,24277,Diesel,145,61.4,2.1
 E Class,2015,12750,Automatic,69664,Diesel,30,64.2,2.1
 C Class,2017,14700,Manual,31357,Diesel,150,70.6,1.6
 M Class,2015,20500,Automatic,44529,Diesel,205,39.2,2.1
 A Class,2017,11500,Manual,67265,Diesel,20,72.4,1.5
 A Class,2016,12800,Manual,53691,Diesel,30,62.8,2.1
 C Class,2014,11900,Manual,48055,Diesel,20,65.7,2.1
 C Class,2014,11300,Automatic,49865,Diesel,145,56.5,2.1
 C Class,2014,14800,Automatic,55445,Diesel,30,64.2,2.1
 C Class,2015,17500,Automatic,45566,Diesel,30,64.2,2.1
 A Class,2015,13700,Automatic,38412,Diesel,20,64.2,2.1
 GLC Class,2017,28800,Automatic,28152,Diesel,235,45.6,3
 A Class,2015,10400,Manual,49695,Diesel,20,70.6,1.5
 A Class,2015,13300,Manual,37421,Diesel,30,62.8,2.1
 A Class,2014,11400,Manual,23016,Diesel,30,64.2,2.1
 A Class,2015,10700,Manual,39884,Diesel,30,64.2,2.1
 CL Class,2015,22200,Automatic,40564,Petrol,200,39.8,2
 GLA Class,2015,16300,Automatic,40066,Diesel,125,55.4,2.1
 GLA Class,2014,14800,Automatic,26111,Diesel,145,55.4,2.1
 C Class,2018,17600,Automatic,22749,Petrol,145,49.6,2
 GLA Class,2015,16500,Automatic,29011,Diesel,125,56.5,2.1
 CLA Class,2016,12400,Manual,70869,Diesel,20,67.3,2.1
 C Class,2017,14200,Automatic,53528,Diesel,20,65.7,2.1
 GLA Class,2019,23950,Automatic,5345,Petrol,145,36.2,1.6
 CL Class,2014,20500,Automatic,56137,Petrol,200,39.8,2
 A Class,2018,15000,Manual,20022,Petrol,145,51.4,1.6
 C Class,2014,14600,Automatic,42949,Diesel,125,60.1,2.1
 A Class,2016,11500,Manual,47866,Diesel,20,72.4,1.5
 GLA Class,2014,15000,Automatic,40723,Diesel,145,55.4,2.1
 E Class,2017,17800,Automatic,45729,Diesel,150,72.4,2
 CLA Class,2017,14800,Automatic,27941,Diesel,145,68.9,2.1
 A Class,2014,13000,Automatic,17363,Petrol,145,50.4,1.6
 C Class,2017,18900,Automatic,31674,Petrol,145,47.9,2
 C Class,2015,15500,Automatic,32967,Diesel,30,64.2,2.1
 GLA Class,2014,13000,Automatic,64469,Diesel,145,55.4,2.1
 A Class,2016,13300,Manual,33723,Diesel,20,68.9,1.5
 C Class,2015,13400,Automatic,51245,Diesel,20,64.2,2.1
 E Class,2016,16000,Automatic,28569,Diesel,125,58.9,2.1
 SLK Class,2015,14400,Automatic,27630,Diesel,30,70.6,2.1
 C Class,2014,14000,Manual,14436,Petrol,125,52.3,2
 C Class,2017,17000,Automatic,29905,Diesel,145,61.4,2.1
 A Class,2016,11500,Manual,38698,Diesel,0,80.7,1.5
 A Class,2017,14500,Manual,22751,Petrol,145,51.4,1.6
 A Class,2017,14400,Manual,35389,Diesel,20,68.9,1.5
 A Class,2016,15500,Manual,32046,Diesel,20,68.9,1.5
 GLA Class,2018,16950,Manual,29334,Diesel,145,67.3,2.1
 GLA Class,2017,16800,Automatic,21599,Diesel,30,64.2,2.1
 C Class,2016,13800,Automatic,47915,Diesel,20,65.7,2.1
 C Class,2018,23600,Automatic,18834,Petrol,145,42.2,2
 E Class,2017,15700,Automatic,82342,Diesel,30,61.4,2
 E Class,2019,23950,Automatic,16916,Diesel,145,65.7,2
 E Class,2019,24000,Automatic,16431,Diesel,145,65.7,2
 E Class,2017,17800,Automatic,40566,Diesel,150,72.4,2
 E Class,2016,18500,Automatic,20698,Diesel,20,72.4,2
 E Class,2017,20500,Automatic,22142,Diesel,20,72.4,2
 E Class,2017,17800,Automatic,42783,Diesel,145,72.4,2
 E Class,2017,18500,Automatic,52329,Diesel,145,67.3,2
 E Class,2017,18500,Automatic,48950,Diesel,145,67.3,2
 E Class,2018,19000,Automatic,34150,Diesel,145,72.4,2
 E Class,2017,17800,Automatic,42081,Diesel,145,72.4,2
 GLC Class,2017,23900,Automatic,21969,Diesel,145,56.5,2.1
 X Class,2018,27995,Automatic,21000,Diesel,260,35.8,2.3
 X Class,2019,40990,Automatic,22000,Diesel,260,31.4,3
 C Class,2016,17995,Automatic,11000,Diesel,30,65.7,1.6
 A Class,2019,23995,Automatic,6000,Petrol,150,53.3,1.3
 C Class,2015,10200,Automatic,47392,Diesel,145,53.3,2.1
 C Class,2017,18000,Automatic,16747,Diesel,145,60.1,2.1
 E Class,2017,17500,Automatic,43837,Diesel,145,67.3,2
 E Class,2015,13000,Automatic,56678,Diesel,145,55.4,2.1
 CLS Class,2017,19000,Automatic,39040,Diesel,145,57.7,2.1
 E Class,2014,14000,Automatic,40262,Diesel,125,57.7,2.1
 CL Class,2014,12000,Manual,62479,Diesel,30,64.2,1.8
 E Class,2017,18500,Automatic,37596,Diesel,145,65.7,2
 A Class,2017,16500,Automatic,17920,Diesel,20,74.3,1.5
 GLA Class,2017,16400,Automatic,45529,Diesel,125,56.5,2.1
 C Class,2014,8200,Manual,80047,Diesel,160,52.3,2.1
 B Class,2014,11500,Automatic,10200,Diesel,20,68.9,1.5
 C Class,2015,12000,Automatic,40005,Diesel,150,53.3,2.1
 SL CLASS,2016,18000,Automatic,18922,Diesel,30,70.6,2.1
 A Class,2018,15000,Manual,28257,Diesel,150,68.9,1.5
 C Class,2018,19000,Automatic,23280,Petrol,150,48.7,2
 E Class,2017,21000,Automatic,30892,Diesel,30,65.7,2
 GLA Class,2017,16850,Automatic,39023,Diesel,150,64.2,2.1
 C Class,2018,19000,Automatic,19542,Petrol,150,48.7,2
 E Class,2018,20000,Automatic,19419,Diesel,150,61.4,2
 A Class,2017,14250,Manual,28584,Diesel,20,68.9,1.5
 E Class,2015,14700,Automatic,55283,Diesel,125,56.5,2.1
 CLA Class,2016,16450,Manual,21722,Diesel,20,67.3,2.1
 E Class,2017,20000,Automatic,29274,Diesel,30,65.7,2
 C Class,2018,14600,Manual,15950,Petrol,145,53.3,2
 GLA Class,2015,14995,Manual,23000,Diesel,20,67.3,2.1
 C Class,2015,13995,Automatic,96000,Diesel,30,62.8,2.1
 C Class,2004,1495,Manual,119000,Petrol,300,34.5,1.8
 X Class,2017,24990,Automatic,23219,Diesel,140,35.8,2.3
 X Class,2018,21990,Automatic,53000,Diesel,260,35.8,2.3
 X Class,2018,29990,Automatic,42000,Diesel,260,31.4,3
 GLC Class,2018,28944,Automatic,29790,Diesel,145,56.5,2.1
 E Class,2016,21672,Automatic,20568,Diesel,165,50.4,3
 S Class,2016,26059,Automatic,49397,Diesel,205,47.9,3
 E Class,2016,20264,Automatic,26644,Diesel,165,50.4,3
 E Class,2017,20905,Automatic,28431,Diesel,165,52.3,3
 C Class,2019,39894,Automatic,10585,Petrol,145,30.4,3
 M Class,2014,21944,Automatic,34525,Diesel,305,39.2,3
 SL CLASS,2017,20681,Automatic,25082,Diesel,150,70.6,2.1
 SL CLASS,2017,18460,Automatic,21882,Diesel,30,70.6,2.1
 A Class,2019,27994,Automatic,2367,Petrol,150,53.3,1.3
 SL CLASS,2017,20995,Automatic,7182,Diesel,150,70.6,2.1
 CLS Class,2017,22646,Automatic,21494,Diesel,165,51.4,3
 E Class,2016,20184,Automatic,16725,Diesel,150,53.3,3
 CLA Class,2016,15944,Automatic,32754,Diesel,20,67.3,2.1
 CLA Class,2016,28944,Automatic,30500,Petrol,205,40.9,2
 C Class,2019,28450,Automatic,6011,Diesel,150,64.2,2
 E Class,2016,19290,Automatic,31514,Diesel,165,51.4,3
 A Class,2019,33450,Automatic,6724,Petrol,150,35.3,2
 A Class,2016,14400,Manual,15325,Diesel,20,72.4,1.5
 SLK Class,2016,15100,Automatic,41509,Diesel,30,70.6,2.1
 SLK Class,2015,14800,Automatic,31576,Diesel,30,70.6,2.1
 A Class,2016,16200,Automatic,55730,Diesel,20,67.3,2.1
 B Class,2017,13000,Manual,6437,Diesel,145,65.7,2.1
 C Class,2015,13900,Automatic,57081,Diesel,30,61.4,2.1
 A Class,2015,11200,Automatic,38776,Diesel,20,68.9,2.1
 A Class,2015,12500,Manual,32713,Diesel,20,72.4,1.5
 A Class,2017,15100,Manual,43666,Petrol,145,49.6,1.6
 A Class,2016,12750,Manual,20458,Diesel,0,80.7,1.5
 A Class,2016,11400,Manual,44277,Diesel,0,80.7,1.5
 C Class,2016,27444,Automatic,36815,Petrol,260,35.8,3
 C Class,2019,24244,Automatic,10804,Petrol,145,46.3,1.5
 SL CLASS,2017,20444,Automatic,17825,Diesel,145,70.6,2.1
 CLA Class,2017,18944,Automatic,39950,Diesel,20,67.3,2.1
 GLE Class,2019,48444,Automatic,8112,Diesel,145,36.7,3
 C Class,2019,29444,Automatic,15707,Diesel,145,61.4,2
 C Class,2019,24944,Automatic,13538,Diesel,145,58.9,2
 GLS Class,2018,44444,Automatic,6285,Diesel,145,37.2,3
 GLC Class,2019,35444,Automatic,2870,Diesel,145,44.8,2
 C Class,2016,20990,Automatic,23000,Diesel,30,64.2,2.1
 CLS Class,2019,38444,Automatic,2611,Diesel,145,48.7,2.9
 GLC Class,2019,34350,Automatic,12623,Diesel,145,44.8,2
 B Class,2012,11995,Automatic,22348,Petrol,145,45.6,1.6
 GLC Class,2020,44995,Automatic,6000,Diesel,145,40.9,2
 GLA Class,2018,31990,Automatic,23573,Petrol,150,38.2,2
 CLA Class,2020,32995,Automatic,6000,Petrol,145,44.8,1.3
 E Class,2020,44995,Automatic,6000,Diesel,145,70.6,2
 A Class,2019,22995,Automatic,4023,Petrol,150,53.3,1.3
 A Class,2018,20944,Automatic,12786,Petrol,145,52.3,1.6
 SLK Class,2011,10995,Automatic,40000,Petrol,200,43.5,1.8
 C Class,2013,11995,Automatic,40000,Diesel,145,53.3,2.1
 C Class,2007,3695,Automatic,160000,Diesel,290,39.2,2.2
 E Class,2012,9995,Automatic,73000,Diesel,140,57.6,2.1
 B Class,2009,4695,Automatic,64000,Petrol,240,40.9,1.5
 C Class,2019,30444,Automatic,3360,Diesel,145,54.3,1.6
 B Class,2020,25244,Automatic,6000,Diesel,145,55.4,2
 A Class,2020,26444,Automatic,6000,Petrol,145,28.5,2
 C Class,2019,29944,Automatic,3500,Petrol,145,47.1,1.5
 A Class,2016,16890,Automatic,29456,Diesel,20,68.9,2.1
 A Class,2020,27890,Automatic,2511,Petrol,145,53.3,1.3
 E Class,2016,18480,Automatic,19639,Diesel,125,58.9,2.1
 C Class,2017,17890,Automatic,36000,Petrol,150,50.4,2
 CLS Class,2016,18980,Automatic,46728,Diesel,125,57.7,2.1
 A Class,2017,16780,Automatic,34416,Diesel,20,74.3,1.5
 A Class,2016,19480,Automatic,13413,Diesel,20,67.3,2.1
 GLA Class,2017,21890,Automatic,22816,Petrol,150,50.4,1.6
 A Class,2017,15980,Automatic,11607,Petrol,150,55.4,1.6
 A Class,2019,24000,Manual,4513,Petrol,150,47.1,1.3
 GL Class,2014,35989,Automatic,55000,Petrol,570,23,5.5
 A Class,2020,26944,Automatic,6000,Petrol,145,53.3,1.3
 CLS Class,2019,35850,Automatic,7289,Diesel,145,48.7,2.9
 GLE Class,2017,29990,Automatic,29472,Diesel,145,47.9,2.1
 S Class,2019,54994,Automatic,3715,Diesel,145,52.3,2.9
 GLC Class,2016,26250,Automatic,29529,Diesel,125,56.5,2.1
 GLC Class,2017,29440,Automatic,2017,Diesel,145,56.5,2.1
 B Class,2019,21890,Automatic,11789,Petrol,145,45.6,1.3
 B Class,2019,25850,Automatic,15901,Diesel,145,54.3,2
 A Class,2018,18470,Automatic,14291,Petrol,145,52.3,1.6
 A Class,2017,29890,Automatic,8272,Petrol,145,40.9,2
 GLA Class,2017,22750,Automatic,11837,Diesel,125,56.5,2.1
 E Class,2017,21890,Automatic,26000,Diesel,145,72.4,2
 A Class,2017,15480,Automatic,42609,Diesel,20,74.3,1.5
 E Class,2016,17250,Automatic,40830,Diesel,125,61.4,2.1
 C Class,2016,16890,Automatic,47850,Diesel,30,61.4,2.1
 E Class,2018,26000,Automatic,11790,Diesel,145,58.9,2
 A Class,2016,16480,Automatic,39938,Diesel,20,68.9,2.1
 E Class,2019,35890,Automatic,8797,Hybrid,135,134.5,2
 CLS Class,2015,21000,Automatic,17957,Diesel,125,57.7,2.1
 C Class,2020,41450,Automatic,3897,Petrol,145,44.1,1.5
 A Class,2017,28890,Automatic,17632,Petrol,145,40.9,2
 C Class,2017,17480,Automatic,47019,Hybrid,0,134.5,2
 V Class,2019,42980,Automatic,3226,Diesel,150,44.8,2.1
 CLA Class,2016,18980,Automatic,32150,Diesel,20,67.3,2.1
 E Class,2017,19980,Automatic,35905,Diesel,20,67.3,2
 SL CLASS,2018,27890,Automatic,1565,Petrol,145,47.1,2
 C Class,2015,19780,Automatic,15629,Diesel,125,60.1,2.1
 C Class,2019,34890,Automatic,21927,Petrol,145,29.4,3
 B Class,2019,20480,Automatic,14122,Petrol,150,45.6,1.3
